,fips,county,state
5338,13051.0,Chatham,Georgia
5345,13085.0,Dawson,Georgia
5348,13097.0,Douglas,Georgia
5359,13149.0,Heard,Georgia
5362,13171.0,Lamar,Georgia
5365,13181.0,Lincoln,Georgia
5367,13201.0,Miller,Georgia
5368,13207.0,Monroe,Georgia
5369,13215.0,Muscogee,Georgia
5371,13219.0,Oconee,Georgia
5374,13227.0,Pickens,Georgia
5376,13243.0,Randolph,Georgia
5379,13255.0,Spalding,Georgia
5380,13261.0,Sumter,Georgia
5381,13273.0,Terrell,Georgia
5382,13277.0,Tift,Georgia
5384,13287.0,Turner,Georgia
5387,13321.0,Worth,Georgia
5394,16011.0,Bingham,Idaho
5396,16027.0,Canyon,Idaho
5397,16055.0,Kootenai,Idaho
5401,17001.0,Adams,Illinois
5402,17021.0,Christian,Illinois
5415,17113.0,McLean,Illinois
5426,18003.0,Allen,Indiana
5433,18053.0,Grant,Indiana
5445,18145.0,Shelby,Indiana
5448,18163.0,Vanderburgh,Indiana
5449,18167.0,Vigo,Indiana
5474,20155.0,Reno,Kansas
5475,20161.0,Riley,Kansas
5479,21035.0,Calloway,Kentucky
5501,22025.0,Catahoula,Louisiana
5502,22031.0,De Soto,Louisiana
5512,22079.0,Rapides,Louisiana
5519,22105.0,Tangipahoa,Louisiana
5546,24047.0,Worcester,Maryland
5584,27025.0,Chisago,Minnesota
5585,27027.0,Clay,Minnesota
5587,27045.0,Fillmore,Minnesota
5601,28001.0,Adams,Mississippi
5607,28037.0,Franklin,Mississippi
5612,28053.0,Humphreys,Mississippi
5615,28071.0,Lafayette,Mississippi
5616,28077.0,Lawrence,Mississippi
5617,28081.0,Lee,Mississippi
5620,28093.0,Marshall,Mississippi
5624,28113.0,Pike,Mississippi
5625,28121.0,Rankin,Mississippi
5627,28129.0,Smith,Mississippi
5628,28139.0,Tippah,Mississippi
5635,29043.0,Christian,Missouri
5637,29069.0,Dunklin,Missouri
5642,29169.0,Pulaski,Missouri
5643,29201.0,Scott,Missouri
5658,31019.0,Buffalo,Nebraska
5662,31109.0,Lancaster,Nebraska
5669,32023.0,Nye,Nevada
5674,33005.0,Cheshire,New Hampshire
5684,34011.0,Cumberland,New Jersey
5701,35013.0,Doña Ana,New Mexico
5702,35031.0,McKinley,New Mexico
5713,36021.0,Columbia,New York
5718,36035.0,Fulton,New York
5719,36037.0,Genesee,New York
5729,36063.0,Niagara,New York
5730,36065.0,Oneida,New York
5752,37031.0,Carteret,North Carolina
5755,37057.0,Davidson,North Carolina
5758,37069.0,Franklin,North Carolina
5770,37135.0,Orange,North Carolina
5771,37139.0,Pasquotank,North Carolina
5772,37147.0,Pitt,North Carolina
5773,37159.0,Rowan,North Carolina
5775,37167.0,Stanly,North Carolina
5783,38069.0,Pierce,North Dakota
5784,38071.0,Ramsey,North Dakota
5787,39007.0,Ashtabula,Ohio
5791,39029.0,Columbiana,Ohio
5804,39101.0,Marion,Ohio
5813,39159.0,Union,Ohio
5814,39165.0,Warren,Ohio
5818,40049.0,Garvin,Oklahoma
5833,41023.0,Grant,Oregon
5842,41061.0,Union,Oregon
5850,42027.0,Centre,Pennsylvania
5854,42049.0,Erie,Pennsylvania
5855,42055.0,Franklin,Pennsylvania
5866,42105.0,Potter,Pennsylvania
5874,45003.0,Aiken,South Carolina
5877,45015.0,Berkeley,South Carolina
5880,45027.0,Clarendon,South Carolina
5881,45031.0,Darlington,South Carolina
5884,45041.0,Florence,South Carolina
5891,45075.0,Orangeburg,South Carolina
5892,45077.0,Pickens,South Carolina
5896,45085.0,Sumter,South Carolina
5904,47001.0,Anderson,Tennessee
5905,47009.0,Blount,Tennessee
5906,47011.0,Bradley,Tennessee
5911,47043.0,Dickson,Tennessee
5913,47059.0,Greene,Tennessee
5914,47063.0,Hamblen,Tennessee
5918,47119.0,Maury,Tennessee
5926,47167.0,Tipton,Tennessee
5936,48049.0,Brown,Texas
5938,48067.0,Cass,Texas
5946,48147.0,Fannin,Texas
5952,48219.0,Hockley,Texas
5964,48459.0,Upshur,Texas
5979,50001.0,Addison,Vermont
5983,50021.0,Rutland,Vermont
5987,51001.0,Accomack,Virginia
5994,51073.0,Gloucester,Virginia
6001,51700.0,Newport News city,Virginia
6002,51710.0,Norfolk city,Virginia
6003,51740.0,Portsmouth city,Virginia
6017,53015.0,Cowlitz,Washington
6031,53055.0,San Juan,Washington
6035,53065.0,Stevens,Washington
6040,54035.0,Jackson,West Virginia
6042,54039.0,Kanawha,West Virginia
6049,55017.0,Chippewa,Wisconsin
6052,55031.0,Douglas,Wisconsin
6053,55033.0,Dunn,Wisconsin
6056,55045.0,Green,Wisconsin
6057,55055.0,Jefferson,Wisconsin
6060,55073.0,Marathon,Wisconsin
6066,55105.0,Rock,Wisconsin
6069,55109.0,St. Croix,Wisconsin
6075,56005.0,Campbell,Wyoming
6078,56025.0,Natrona,Wyoming
6094,1093.0,Marion,Alabama
6107,4001.0,Apache,Arizona
6108,4003.0,Cochise,Arizona
6147,6007.0,Butte,California
6149,6017.0,El Dorado,California
6176,6093.0,Siskiyou,California
6183,6115.0,Yuba,California
6188,8015.0,Chaffee,Colorado
6195,8039.0,Elbert,Colorado
6199,8053.0,Hinsdale,Colorado
6203,8085.0,Montrose,Colorado
6227,12005.0,Bay,Florida
6237,12055.0,Highlands,Florida
6245,12083.0,Marion,Florida
6257,12107.0,Putnam,Florida
6262,12111.0,St. Lucie,Florida
6266,13009.0,Baldwin,Georgia
6300,13187.0,Lumpkin,Georgia
6340,17037.0,DeKalb,Illinois
6365,18035.0,Delaware,Indiana
6366,18039.0,Elkhart,Indiana
6372,18059.0,Hancock,Indiana
6373,18061.0,Harrison,Indiana
6382,18103.0,Miami,Indiana
6390,18175.0,Washington,Indiana
6399,19065.0,Fayette,Iowa
6401,19087.0,Henry,Iowa
6403,19113.0,Linn,Iowa
6407,19169.0,Story,Iowa
6423,21005.0,Anderson,Kentucky
6436,21151.0,Madison,Kentucky
6441,21215.0,Spencer,Kentucky
6446,22009.0,Avoyelles,Louisiana
6447,22011.0,Beauregard,Louisiana
6448,22013.0,Bienville,Louisiana
6453,22027.0,Claiborne,Louisiana
6456,22039.0,Evangeline,Louisiana
6464,22073.0,Ouachita,Louisiana
6472,22101.0,St. Mary,Louisiana
6486,23023.0,Sagadahoc,Maine
6493,24011.0,Caroline,Maryland
6501,24039.0,Somerset,Maryland
6503,24043.0,Washington,Maryland
6514,25019.0,Nantucket,Massachusetts
6520,26005.0,Allegan,Michigan
6521,26015.0,Barry,Michigan
6523,26021.0,Berrien,Michigan
6524,26025.0,Calhoun,Michigan
6526,26035.0,Clare,Michigan
6542,26145.0,Saginaw,Michigan
6544,26157.0,Tuscola,Michigan
6547,26165.0,Wexford,Michigan
6555,27039.0,Dodge,Minnesota
6558,27063.0,Jackson,Minnesota
6567,27137.0,St. Louis,Minnesota
6569,27147.0,Steele,Minnesota
6571,27157.0,Wabasha,Minnesota
6576,28007.0,Attala,Mississippi
6578,28025.0,Clay,Mississippi
6584,28039.0,George,Mississippi
6585,28043.0,Grenada,Mississippi
6591,28057.0,Itawamba,Mississippi
6596,28079.0,Leake,Mississippi
6599,28085.0,Lincoln,Mississippi
6600,28087.0,Lowndes,Mississippi
6604,28107.0,Panola,Mississippi
6610,28127.0,Simpson,Mississippi
6613,28143.0,Tunica,Mississippi
6614,28145.0,Union,Mississippi
6616,28151.0,Washington,Mississippi
6620,29013.0,Bates,Missouri
6629,29097.0,Jasper,Missouri
6630,29101.0,Johnson,Missouri
6639,30013.0,Cascade,Montana
6645,30081.0,Ravalli,Montana
6671,33017.0,Strafford,New Hampshire
6695,35025.0,Lea,New Mexico
6734,36101.0,Steuben,New York
6746,37021.0,Buncombe,North Carolina
6749,37035.0,Catawba,North Carolina
6788,39025.0,Clermont,Ohio
6793,39039.0,Defiance,Ohio
6795,39043.0,Erie,Ohio
6801,39089.0,Licking,Ohio
6836,41033.0,Josephine,Oregon
6852,42019.0,Butler,Pennsylvania
6866,42093.0,Montour,Pennsylvania
6886,45033.0,Dillon,South Carolina
6888,45037.0,Edgefield,South Carolina
6892,45047.0,Greenwood,South Carolina
6894,45053.0,Jasper,South Carolina
6899,45069.0,Marlboro,South Carolina
6900,45071.0,Newberry,South Carolina
6918,47017.0,Carroll,Tennessee
6920,47029.0,Cocke,Tennessee
6925,47047.0,Fayette,Tennessee
6932,47123.0,Monroe,Tennessee
6934,47141.0,Putnam,Tennessee
6935,47145.0,Roane,Tennessee
6938,47151.0,Scott,Tennessee
6948,48021.0,Bastrop,Texas
6957,48069.0,Castro,Texas
6962,48117.0,Deaf Smith,Texas
6979,48329.0,Midland,Texas
6981,48359.0,Oldham,Texas
6982,48375.0,Potter,Texas
7005,50011.0,Franklin,Vermont
7009,50025.0,Windham,Vermont
7013,51003.0,Albemarle,Virginia
7016,51023.0,Botetourt,Virginia
7021,51067.0,Franklin,Virginia
7027,51093.0,Isle of Wight,Virginia
7030,51117.0,Mecklenburg,Virginia
7039,51800.0,Suffolk city,Virginia
7074,54051.0,Marshall,West Virginia
7077,54079.0,Putnam,West Virginia
7109,56007.0,Carbon,Wyoming
7264,12007.0,Bradford,Florida
7271,12023.0,Columbia,Florida
7272,12027.0,DeSoto,Florida
7275,12035.0,Flagler,Florida
7308,13013.0,Barrow,Georgia
7311,13035.0,Butts,Georgia
7315,13055.0,Chattooga,Georgia
7319,13065.0,Clinch,Georgia
7321,13069.0,Coffee,Georgia
7361,13267.0,Tattnall,Georgia
7366,13289.0,Twiggs,Georgia
7383,16085.0,Valley,Idaho
7385,17019.0,Champaign,Illinois
7393,17085.0,Jo Daviess,Illinois
7399,17105.0,Livingston,Illinois
7404,17161.0,Rock Island,Illinois
7407,17177.0,Stephenson,Illinois
7437,18105.0,Monroe,Indiana
7438,18109.0,Morgan,Indiana
7441,18133.0,Putnam,Indiana
7442,18137.0,Ripley,Indiana
7443,18143.0,Scott,Indiana
7447,18159.0,Tipton,Indiana
7457,19033.0,Cerro Gordo,Iowa
7464,19109.0,Kossuth,Iowa
7469,19157.0,Poweshiek,Iowa
7470,19163.0,Scott,Iowa
7471,19167.0,Sioux,Iowa
7473,19171.0,Tama,Iowa
7476,19193.0,Woodbury,Iowa
7482,20085.0,Jackson,Kansas
7486,20123.0,Mitchell,Kansas
7492,21003.0,Allen,Kentucky
7495,21025.0,Breathitt,Kentucky
7502,21093.0,Hardin,Kentucky
7506,21113.0,Jessamine,Kentucky
7512,21185.0,Oldham,Kentucky
7518,22001.0,Acadia,Louisiana
7570,24015.0,Cecil,Maryland
7578,24037.0,St. Mary's,Maryland
7606,26047.0,Emmet,Michigan
7608,26051.0,Gladwin,Michigan
7609,26055.0,Grand Traverse,Michigan
7622,26143.0,Roscommon,Michigan
7640,27079.0,Le Sueur,Minnesota
7660,28017.0,Chickasaw,Mississippi
7687,28097.0,Montgomery,Mississippi
7688,28105.0,Oktibbeha,Mississippi
7693,28115.0,Pontotoc,Mississippi
7698,28133.0,Sunflower,Mississippi
7699,28137.0,Tate,Mississippi
7705,28155.0,Webster,Mississippi
7741,31047.0,Dawson,Nebraska
7762,33019.0,Sullivan,New Hampshire
7779,34033.0,Salem,New Jersey
7789,35045.0,San Juan,New Mexico
7801,36023.0,Cortland,New York
7813,36053.0,Madison,New York
7829,36089.0,St. Lawrence,New York
7847,37039.0,Cherokee,North Carolina
7849,37051.0,Cumberland,North Carolina
7851,37059.0,Davie,North Carolina
7856,37077.0,Granville,North Carolina
7859,37089.0,Henderson,North Carolina
7863,37105.0,Lee,North Carolina
7867,37127.0,Nash,North Carolina
7873,37155.0,Robeson,North Carolina
7876,37165.0,Scotland,North Carolina
7878,37179.0,Union,North Carolina
7893,39019.0,Carroll,Ohio
7896,39027.0,Clinton,Ohio
7905,39053.0,Gallia,Ohio
7907,39057.0,Greene,Ohio
7909,39063.0,Hancock,Ohio
7920,39133.0,Portage,Ohio
7928,39173.0,Wood,Ohio
7938,40101.0,Muskogee,Oklahoma
7939,40103.0,Noble,Oklahoma
7970,42037.0,Columbia,Pennsylvania
7972,42043.0,Dauphin,Pennsylvania
7975,42051.0,Fayette,Pennsylvania
7982,42085.0,Mercer,Pennsylvania
7990,42107.0,Schuylkill,Pennsylvania
8005,45029.0,Colleton,South Carolina
8031,46013.0,Brown,South Dakota
8042,47023.0,Chester,Tennessee
8049,47051.0,Franklin,Tennessee
8050,47053.0,Gibson,Tennessee
8054,47083.0,Houston,Tennessee
8057,47105.0,Loudon,Tennessee
8058,47115.0,Marion,Tennessee
8060,47107.0,McMinn,Tennessee
8063,47135.0,Perry,Tennessee
8145,51009.0,Amherst,Virginia
8147,51019.0,Bedford,Virginia
8152,51047.0,Culpeper,Virginia
8154,51065.0,Fluvanna,Virginia
8163,51105.0,Lee,Virginia
8165,51109.0,Louisa,Virginia
8173,51165.0,Rockingham,Virginia
8207,53075.0,Whitman,Washington
8259,1059.0,Franklin,Alabama
8260,1069.0,Houston,Alabama
8274,1123.0,Tallapoosa,Alabama
8280,2110.0,Juneau City and Borough,Alaska
8283,2170.0,Matanuska-Susitna Borough,Alaska
8379,8067.0,La Plata,Colorado
8381,8075.0,Logan,Colorado
8391,8119.0,Teller,Colorado
8457,13033.0,Burke,Georgia
8460,13047.0,Catoosa,Georgia
8486,13145.0,Harris,Georgia
8493,13179.0,Liberty,Georgia
8497,13195.0,Madison,Georgia
8500,13211.0,Morgan,Georgia
8507,13229.0,Pierce,Georgia
8521,13303.0,Washington,Georgia
8558,17133.0,Monroe,Illinois
8577,18037.0,Dubois,Indiana
8619,19081.0,Hancock,Iowa
8633,19179.0,Wapello,Iowa
8637,20011.0,Bourbon,Kansas
8647,20111.0,Lyon,Kansas
8670,21141.0,Logan,Kentucky
8682,22003.0,Allen,Louisiana
8696,22043.0,Grant,Louisiana
8702,22061.0,Lincoln,Louisiana
8704,22069.0,Natchitoches,Louisiana
8709,22083.0,Richland,Louisiana
8715,22099.0,St. Martin,Louisiana
8727,23013.0,Knox,Maine
8743,24023.0,Garrett,Maryland
8748,24035.0,Queen Anne's,Maryland
8775,26033.0,Chippewa,Michigan
8785,26077.0,Kalamazoo,Michigan
8793,26121.0,Muskegon,Michigan
8794,26123.0,Newaygo,Michigan
8807,27011.0,Big Stone,Minnesota
8810,27021.0,Cass,Minnesota
8818,27073.0,Lac qui Parle,Minnesota
8828,27141.0,Sherburne,Minnesota
8858,28073.0,Lamar,Mississippi
8866,28091.0,Marion,Mississippi
8881,28135.0,Tallahatchie,Mississippi
8892,29001.0,Adair,Missouri
8895,29027.0,Callaway,Missouri
8896,29029.0,Camden,Missouri
8899,29047.0,Clay,Missouri
8900,29049.0,Clinton,Missouri
8909,29107.0,Lafayette,Missouri
8910,29135.0,Moniteau,Missouri
8911,29157.0,Perry,Missouri
8915,29187.0,St. Francois,Missouri
8918,29213.0,Taney,Missouri
8939,31119.0,Madison,Nebraska
8942,31177.0,Washington,Nebraska
8945,32005.0,Douglas,Nevada
8982,35005.0,Chaves,New Mexico
8995,36011.0,Cayuga,New York
9021,36075.0,Oswego,New York
9022,36077.0,Otsego,New York
9041,37001.0,Alamance,North Carolina
9080,37181.0,Vance,North Carolina
9090,38099.0,Walsh,North Dakota
9114,39083.0,Knox,Ohio
9117,39091.0,Logan,Ohio
9120,39097.0,Madison,Ohio
9128,39143.0,Sandusky,Ohio
9135,39167.0,Washington,Ohio
9151,40123.0,Pontotoc,Oklahoma
9159,41027.0,Hood River,Oregon
9178,42021.0,Cambria,Pennsylvania
9215,45023.0,Chester,South Carolina
9224,45043.0,Georgetown,South Carolina
9235,45073.0,Oconee,South Carolina
9247,46029.0,Codington,South Dakota
9249,46065.0,Hughes,South Dakota
9250,46085.0,Lyman,South Dakota
9253,46103.0,Pennington,South Dakota
9329,48343.0,Morris,Texas
9344,49021.0,Iron,Utah
9374,51590.0,Danville city,Virginia
9395,51163.0,Rockbridge,Virginia
9403,53001.0,Adams,Washington
9410,53017.0,Douglas,Washington
9448,55027.0,Dodge,Wisconsin
9480,1001.0,Autauga,Alabama
9498,1103.0,Morgan,Alabama
9530,5027.0,Columbia,Arkansas
9531,5029.0,Conway,Arkansas
9533,5033.0,Crawford,Arkansas
9535,5037.0,Cross,Arkansas
9541,5059.0,Hot Spring,Arkansas
9544,5075.0,Lawrence,Arkansas
9546,5109.0,Pike,Arkansas
9555,5137.0,Stone,Arkansas
9556,5139.0,Union,Arkansas
9560,5145.0,White,Arkansas
9561,5147.0,Woodruff,Arkansas
9565,6009.0,Calaveras,California
9576,6047.0,Merced,California
9577,6051.0,Mono,California
9611,8029.0,Delta,Colorado
9617,8043.0,Fremont,Colorado
9622,8055.0,Huerfano,Colorado
9698,13007.0,Baker,Georgia
9702,13017.0,Ben Hill,Georgia
9704,13029.0,Bryan,Georgia
9707,13039.0,Camden,Georgia
9719,13071.0,Colquitt,Georgia
9722,13081.0,Crisp,Georgia
9729,13111.0,Fannin,Georgia
9736,13133.0,Greene,Georgia
9743,13155.0,Irwin,Georgia
9744,13159.0,Jasper,Georgia
9752,13193.0,Macon,Georgia
9754,13199.0,Meriwether,Georgia
9756,13205.0,Mitchell,Georgia
9767,13235.0,Pulaski,Georgia
9771,13253.0,Seminole,Georgia
9773,13257.0,Stephens,Georgia
9792,16005.0,Bannock,Idaho
9796,16031.0,Cassia,Idaho
9810,17063.0,Grundy,Illinois
9839,18013.0,Brown,Indiana
9841,18029.0,Dearborn,Indiana
9842,18031.0,Decatur,Indiana
9849,18051.0,Gibson,Indiana
9856,18071.0,Jackson,Indiana
9861,18093.0,Lawrence,Indiana
9866,18107.0,Montgomery,Indiana
9869,18115.0,Ohio,Indiana
9871,18127.0,Porter,Indiana
9877,18149.0,Starke,Indiana
9878,18153.0,Sullivan,Indiana
9883,18173.0,Warrick,Indiana
9890,19019.0,Buchanan,Iowa
9892,19031.0,Cedar,Iowa
9900,19099.0,Jasper,Iowa
9913,19181.0,Warren,Iowa
9920,20043.0,Doniphan,Kansas
9931,20149.0,Pottawatomie,Kansas
9935,20207.0,Woodson,Kansas
9956,21159.0,Martin,Kentucky
9957,21145.0,McCracken,Kentucky
9958,21165.0,Menifee,Kentucky
9960,21177.0,Muhlenberg,Kentucky
9965,21213.0,Simpson,Kentucky
10009,22115.0,Vernon,Louisiana
10021,23027.0,Waldo,Maine
10072,26059.0,Hillsdale,Michigan
10074,26073.0,Isabella,Michigan
10077,26079.0,Kalkaska,Michigan
10079,26087.0,Lapeer,Michigan
10083,26101.0,Manistee,Michigan
10136,28019.0,Choctaw,Mississippi
10166,28101.0,Newton,Mississippi
10167,28103.0,Noxubee,Mississippi
10195,29031.0,Cape Girardeau,Missouri
10202,29071.0,Franklin,Missouri
10207,29099.0,Jefferson,Missouri
10212,29155.0,Pemiscot,Missouri
10226,30043.0,Jefferson,Montana
10245,31155.0,Saunders,Nebraska
10287,35006.0,Cibola,New Mexico
10288,35009.0,Curry,New Mexico
10302,36015.0,Chemung,New York
10328,36073.0,Orleans,New York
10375,37123.0,Montgomery,North Carolina
10383,37151.0,Randolph,North Carolina
10389,37175.0,Transylvania,North Carolina
10398,38025.0,Dunn,North Dakota
10409,39021.0,Champaign,Ohio
10415,39033.0,Crawford,Ohio
10421,39045.0,Fairfield,Ohio
10428,39071.0,Highland,Ohio
10461,40097.0,Mayes,Oklahoma
10470,40145.0,Wagoner,Oklahoma
10474,41007.0,Clatsop,Oregon
10493,42005.0,Armstrong,Pennsylvania
10496,42015.0,Bradford,Pennsylvania
10500,42025.0,Carbon,Pennsylvania
10503,42033.0,Clearfield,Pennsylvania
10511,42067.0,Juniata,Pennsylvania
10526,42111.0,Somerset,Pennsylvania
10541,45025.0,Chesterfield,South Carolina
10571,46011.0,Brookings,South Dakota
10588,47025.0,Claiborne,Tennessee
10592,47041.0,DeKalb,Tennessee
10599,47061.0,Grundy,Tennessee
10602,47071.0,Hardin,Tennessee
10606,47103.0,Lincoln,Tennessee
10608,47113.0,Madison,Tennessee
10614,47133.0,Overton,Tennessee
10640,48071.0,Chambers,Texas
10642,48091.0,Comal,Texas
10650,48145.0,Falls,Texas
10654,48181.0,Grayson,Texas
10658,48215.0,Hidalgo,Texas
10660,48245.0,Jefferson,Texas
10670,48355.0,Nueces,Texas
10672,48367.0,Parker,Texas
10681,48469.0,Victoria,Texas
10698,50005.0,Caledonia,Vermont
10702,50019.0,Orleans,Vermont
10718,51550.0,Chesapeake city,Virginia
10727,51083.0,Halifax,Virginia
10784,54003.0,Berkeley,West Virginia
10785,54033.0,Harrison,West Virginia
10792,54077.0,Preston,West Virginia
10795,54107.0,Wood,West Virginia
10833,56037.0,Sweetwater,Wyoming
10837,1009.0,Blount,Alabama
10838,1013.0,Butler,Alabama
10841,1019.0,Cherokee,Alabama
10842,1021.0,Chilton,Alabama
10843,1027.0,Clay,Alabama
10844,1029.0,Cleburne,Alabama
10845,1033.0,Colbert,Alabama
10847,1047.0,Dallas,Alabama
10849,1055.0,Etowah,Alabama
10856,1079.0,Lawrence,Alabama
10861,1095.0,Marshall,Alabama
10865,1107.0,Pickens,Alabama
10866,1109.0,Pike,Alabama
10867,1113.0,Russell,Alabama
10875,1131.0,Wilcox,Alabama
10907,5043.0,Drew,Arkansas
10942,6027.0,Inyo,California
10972,6101.0,Sutter,California
11003,8089.0,Otero,Colorado
11041,12039.0,Gadsden,Florida
11100,13087.0,Decatur,Georgia
11101,13091.0,Dodge,Georgia
11121,13157.0,Jackson,Georgia
11123,13169.0,Jones,Georgia
11129,13183.0,Long,Georgia
11156,13269.0,Taylor,Georgia
11158,13275.0,Thomas,Georgia
11164,13299.0,Ware,Georgia
11166,13311.0,White,Georgia
11168,13317.0,Wilkes,Georgia
11182,16043.0,Fremont,Idaho
11183,16049.0,Idaho,Idaho
11184,16051.0,Jefferson,Idaho
11187,16069.0,Nez Perce,Idaho
11188,16075.0,Payette,Idaho
11199,17041.0,Douglas,Illinois
11211,17123.0,Marshall,Illinois
11215,17137.0,Morgan,Illinois
11234,18033.0,DeKalb,Indiana
11251,18073.0,Jasper,Indiana
11269,18139.0,Rush,Indiana
11285,19011.0,Benton,Iowa
11317,20037.0,Crawford,Kansas
11329,20133.0,Neosho,Kansas
11334,20177.0,Shawnee,Kansas
11347,21085.0,Grayson,Kentucky
11354,21125.0,Laurel,Kentucky
11360,21147.0,McCreary,Kentucky
11372,21231.0,Wayne,Kentucky
11391,22049.0,Jackson,Louisiana
11393,22053.0,Jefferson Davis,Louisiana
11398,22067.0,Morehouse,Louisiana
11415,22111.0,Union,Louisiana
11421,22127.0,Winn,Louisiana
11445,24029.0,Kent,Maryland
11458,25007.0,Dukes,Massachusetts
11486,26069.0,Iosco,Michigan
11494,26091.0,Lenawee,Michigan
11498,26103.0,Marquette,Michigan
11509,26151.0,Sanilac,Michigan
11513,26159.0,Van Buren,Michigan
11528,27049.0,Goodhue,Minnesota
11549,27169.0,Winona,Minnesota
11554,28013.0,Calhoun,Mississippi
11594,28117.0,Prentiss,Mississippi
11622,29053.0,Cooper,Missouri
11633,29119.0,McDonald,Missouri
11635,29139.0,Montgomery,Missouri
11636,29145.0,Newton,Missouri
11639,29165.0,Platte,Missouri
11641,29173.0,Ralls,Missouri
11642,29175.0,Randolph,Missouri
11644,29205.0,Shelby,Missouri
11655,30041.0,Hill,Montana
11668,31053.0,Dodge,Nebraska
11682,32019.0,Lyon,Nevada
11722,35015.0,Eddy,New Mexico
11725,35039.0,Rio Arriba,New Mexico
11736,36013.0,Chautauqua,New York
11746,36033.0,Franklin,New York
11786,37015.0,Bertie,North Carolina
11789,37023.0,Burke,North Carolina
11791,37027.0,Caldwell,North Carolina
11796,37045.0,Cleveland,North Carolina
11801,37061.0,Duplin,North Carolina
11810,37091.0,Hertford,North Carolina
11815,37107.0,Lenoir,North Carolina
11817,37111.0,McDowell,North Carolina
11823,37131.0,Northampton,North Carolina
11844,38031.0,Foster,North Dakota
11848,38089.0,Stark,North Dakota
11869,39047.0,Fayette,Ohio
11880,39087.0,Lawrence,Ohio
11889,39107.0,Mercer,Ohio
11892,39129.0,Pickaway,Ohio
11896,39147.0,Seneca,Ohio
11904,39169.0,Wayne,Ohio
11906,40001.0,Adair,Oklahoma
11907,40013.0,Bryan,Oklahoma
11909,40019.0,Carter,Oklahoma
11911,40037.0,Creek,Oklahoma
11913,40041.0,Delaware,Oklahoma
11924,40113.0,Osage,Oklahoma
11928,40125.0,Pottawatomie,Oklahoma
11929,40137.0,Stephens,Oklahoma
11944,41041.0,Lincoln,Oregon
11973,42059.0,Greene,Pennsylvania
11977,42073.0,Lawrence,Pennsylvania
11981,42081.0,Lycoming,Pennsylvania
11992,42123.0,Warren,Pennsylvania
11998,44001.0,Bristol,Rhode Island
11999,44003.0,Kent,Rhode Island
12000,44005.0,Newport,Rhode Island
12001,44007.0,Providence,Rhode Island
12003,44009.0,Washington,Rhode Island
12030,45067.0,Marion,South Carolina
12040,45087.0,Union,South Carolina
12041,45089.0,Williamsburg,South Carolina
12051,46083.0,Lincoln,South Dakota
12054,46093.0,Meade,South Dakota
12058,47003.0,Bedford,Tennessee
12080,47073.0,Hawkins,Tennessee
12084,47101.0,Lewis,Tennessee
12107,47185.0,White,Tennessee
12110,48013.0,Atascosa,Texas
12111,48015.0,Austin,Texas
12115,48031.0,Blanco,Texas
12120,48053.0,Burnet,Texas
12127,48099.0,Coryell,Texas
12133,48133.0,Eastland,Texas
12136,48143.0,Erath,Texas
12139,48149.0,Fayette,Texas
12141,48165.0,Gaines,Texas
12145,48185.0,Grimes,Texas
12146,48187.0,Guadalupe,Texas
12147,48189.0,Hale,Texas
12148,48199.0,Hardin,Texas
12153,48223.0,Hopkins,Texas
12154,48231.0,Hunt,Texas
12157,48257.0,Kaufman,Texas
12158,48259.0,Kendall,Texas
12159,48277.0,Lamar,Texas
12161,48291.0,Liberty,Texas
12162,48293.0,Limestone,Texas
12163,48299.0,Llano,Texas
12166,48323.0,Maverick,Texas
12170,48331.0,Milam,Texas
12175,48361.0,Orange,Texas
12178,48395.0,Robertson,Texas
12180,48409.0,San Patricio,Texas
12183,48445.0,Terry,Texas
12184,48451.0,Tom Green,Texas
12189,48471.0,Walker,Texas
12191,48481.0,Wharton,Texas
12194,48493.0,Wilson,Texas
12212,50015.0,Lamoille,Vermont
12237,51069.0,Frederick,Virginia
12238,51630.0,Fredericksburg city,Virginia
12250,51113.0,Madison,Virginia
12251,51683.0,Manassas city,Virginia
12252,51115.0,Mathews,Virginia
12254,51125.0,Nelson,Virginia
12257,51135.0,Nottoway,Virginia
12258,51137.0,Orange,Virginia
12263,51161.0,Roanoke,Virginia
12266,51171.0,Shenandoah,Virginia
12282,53019.0,Ferry,Washington
12295,53047.0,Okanogan,Washington
12312,54045.0,Logan,West Virginia
12313,54049.0,Marion,West Virginia
12317,54069.0,Ohio,West Virginia
12320,54081.0,Raleigh,West Virginia
12334,55043.0,Grant,Wisconsin
12336,55049.0,Iowa,Wisconsin
12338,55057.0,Juneau,Wisconsin
12343,55081.0,Monroe,Wisconsin
12357,56001.0,Albany,Wyoming
12370,1011.0,Bullock,Alabama
12376,1023.0,Choctaw,Alabama
12380,1037.0,Coosa,Alabama
12381,1041.0,Crenshaw,Alabama
12384,1049.0,DeKalb,Alabama
12396,1085.0,Lowndes,Alabama
12398,1091.0,Marengo,Alabama
12425,4012.0,La Paz,Arizona
12427,4015.0,Mohave,Arizona
12438,5017.0,Chicot,Arkansas
12455,5061.0,Howard,Arkansas
12460,5085.0,Lonoke,Arkansas
12466,5121.0,Randolph,Arkansas
12542,8063.0,Kit Carson,Colorado
12553,8105.0,Rio Grande,Colorado
12559,8121.0,Washington,Colorado
12620,12133.0,Washington,Florida
12630,13037.0,Calhoun,Georgia
12659,13119.0,Franklin,Georgia
